N1.AVG_Signal	N2.AVG_Signal	CQ1.AVG_Signal	CQ2.AVG_Signal	0.1%1.AVG_Signal	0.1%2.AVG_Signal
174.5116	152.2478	155.7577	159.6844	164.4563	143.6898
146.6533	165.3489	125.2329	125.9988	149.7215	132.1819
169.3096	161.5897	171.5638	159.9925	186.6029	208.5281
1016.374	1019.704	931.7334	889.5924	830.7633	937.9839
459.1527	453.7679	652.551	804.1217	611.0019	582.3219
120.3101	145.9932	139.5678	136.7117	125.9091	136.3154
182.0854	195.7613	186.5724	184.2383	163.1517	165.8125
166.2865	134.8867	147.2256	134.6104	137.8519	143.4438
183.1861	186.0633	182.8257	186.7284	164.8245	185.0842
134.2506	128.8151	144.5486	124.6649	132.2325	158.0807
112.4368	120.3942	120.0263	116.6391	114.7237	119.5498
310.5426	295.8365	145.8304	143.5144	198.9258	220.2453
133.4874	155.1481	147.5821	160.1429	145.9317	175.2189
2022.365	2363.873	1070.512	1340.553	1415.486	1357.128
182.6165	175.2226	187.3189	149.4056	171.4026	171.6172
137.771	137.207	137.6178	147.8901	128.0972	136.4374
86.90722	93.41827	93.54076	86.46053	81.66128	94.5967
7604.442	7823.125	7295.505	6254.926	9152.332	8968.804
120.667	128.3619	106.1554	122.5214	103.5791	107.0127
817.7929	792.6533	420.6364	480.4018	643.3126	634.5419
2037.034	1891.747	1375.668	1312.427	1331.651	1512.097
153.92	171.8842	174.3364	157.6541	146.8599	161.8233
142.9328	148.6165	141.3427	133.9588	127.1976	123.2866
2001.282	2175.945	982.3876	1137.256	1491.057	1625.255
155.96	161.8631	166.1476	156.8842	159.7675	160.535
762.1078	659.5409	623.0449	611.6222	459.8184	428.1209
125.9233	119.8353	122.1013	112.9418	125.2332	110.6777
177.0837	169.2025	177.8545	177.6818	179.7225	166.1581
98.49049	101.4124	95.80534	103.4204	103.0224	100.8521
995.5283	999.5735	964.9053	824.4363	722.7007	739.2057
160.5645	145.2991	143.5982	134.3516	137.7644	147.855
10685.59	10107.43	8327.341	7858.43	6052.962	5503.494
91.341	90.55318	91.42915	87.90422	86.78841	90.84164
154.9452	167.2091	181.6749	169.7504	150.6101	130.4756
542.665	495.8874	594.9102	594.872	467.8788	481.9201
136.6624	142.279	109.1389	109.6374	110.5979	108.1192
595.3803	492.4952	359.3839	258.513	367.3261	424.2179
118.7334	114.5166	109.7389	115.4941	118.4959	133.3602
117.4971	152.2894	120.7161	126.6123	116.9554	118.9755
1005.451	962.5146	202.0397	291.913	369.6377	386.7067
157.081	150.02	142.4066	156.5573	124.8781	145.6369
177.3056	180.5665	181.4231	182.7509	184.2552	185.2113
324.7492	313.4726	242.8075	259.2648	313.9241	293.2459
186.8268	195.6342	188.8508	181.0732	154.4244	174.9877
183.609	150.2572	168.4933	163.3243	153.0582	140.1764
182.6904	173.7819	167.797	152.7128	168.4412	168.9809
109.2833	113.5635	111.8891	119.4613	107.8581	116.5363
145.551	137.5233	115.0755	129.7621	124.459	128.1944
144.5767	141.5846	144.7251	170.4232	134.1572	156.0575
182.933	175.5466	180.3718	191.8421	170.5309	150.6931
9614.254	9236.511	11372.4	9546.91	6484.424	6375.167
7492.771	7765.306	5927.216	6380.112	6498.569	6698.655
180.7399	169.185	173.7196	173.3934	145.413	147.2421
158.1454	149.7715	148.6295	154.591	139.8671	148.3918
143.4077	147.2186	178.3362	150.5142	138.1311	144.2588
142.2139	134.2144	146.8818	129.502	132.3668	125.2689
166.7666	168.3076	154.5401	159.4429	150.8078	160.4376
168.9877	178.0285	177.2139	171.6225	172.179	169.4333
123.2084	141.446	128.8484	109.9994	120.8989	135.1637
152.6516	139.1036	119.7042	125.7173	119.1712	112.2631
158.259	170.8435	155.6752	150.4225	140.1024	146.3399
187.414	198.7213	171.0361	179.2908	164.9034	171.5227
135.6862	134.6506	118.5541	109.5954	114.4889	105.8151
5552.559	6105.442	5092.409	5420.697	3493.994	3419.866
146.8219	160.8105	153.7409	149.7107	149.2314	127.7885
802.8417	871.4255	708.303	553.9573	697.4009	682.3915
111.0519	124.3081	130.2067	121.3313	116.6623	107.1382
122.1767	126.2716	131.4283	124.0427	118.2295	119.0997
131.515	144.3753	114.7891	131.9024	111.4882	132.2318
113.9404	102.1506	103.85	108.4629	104.8879	79.66991
166.0362	161.3037	165.2651	150.3951	166.5214	176.8314
155.829	144.6323	153.2916	144.7737	147.7605	130.4732
299.2818	275.7224	265.5755	279.7021	273.2446	277.1826
551.7244	549.9048	225.9772	215.8002	403.5243	485.803
613.4366	574.3932	933.6735	655.3361	795.2979	874.5306
133.7817	123.2114	115.9063	121.6724	120.0134	111.0986
133.0562	132.6771	117.3995	128.6246	119.195	120.9753
178.3476	190.2478	199.5186	180.0576	194.3281	174.6701
146.1731	166.5668	129.1565	134.2656	127.1729	155.5219
185.1246	202.3521	203.6133	214.1984	202.2016	215.1503
167.9899	173.6732	831.4529	834.9473	339.078	331.2538
168.8878	168.9487	170.2419	151.1886	144.3035	153.179
204.6178	202.6433	163.448	181.4857	208.3053	197.2284
327.9512	282.1664	209.7314	191.6412	251.9176	233.2309
339.4964	343.2928	345.667	292.0135	243.5574	240.8759
1846.56	1822.21	1024.644	1087.78	1187.371	1143.429
179.1339	177.7097	165.8497	161.3676	188.5042	176.8768
177.0138	182.4593	124.6418	145.7919	148.071	157.0658
183.7522	174.9713	189.989	183.6767	172.9863	175.561
148.7929	156.4017	140.3707	135.3184	116.9285	128.8791
407.3488	385.8261	401.6796	369.8779	236.6955	255.663
236.675	219.2782	213.2048	208.9153	205.8116	216.0698
8875.721	8589.26	6594.108	6909.173	7187.188	7500.256
841.9285	904.3288	682.787	704.3797	799.6346	831.5401
135.7662	166.3483	139.7108	147.5013	136.1772	151.5548
181.322	170.6853	191.9762	169.2219	140.2739	172.4541
209.4617	216.4291	194.9538	204.8974	185.9158	193.0801
156.2817	175.4168	142.0192	144.8062	142.6014	143.9985
169.2358	162.2598	140.8452	172.9487	178.3368	200.2927
22834.81	23118.6	31553.21	30552.4	28124.42	27097.67
138.1603	149.4223	140.8007	145.2681	133.3158	138.9888
450.8035	437.574	415.3491	423.8372	565.5259	495.6101
201.0044	204.6603	263.7922	274.7303	197.5898	217.1731
101.7779	104.4436	183.2769	214.079	112.5731	93.04633
155.807	177.0644	200.8825	177.5154	161.5501	175.4469
227.2888	216.1034	202.2624	231.3159	204.7753	207.1502
201.928	198.7922	194.2144	190.4323	173.9575	178.9836
112.9914	116.5734	125.0388	120.1095	116.2785	109.8666
1662.353	1614.507	1142.364	1257.378	843.7048	802.3536
172.3555	153.5914	142.6129	134.2098	170.3446	172.0137
185.0792	174.3571	167.9354	181.1472	149.3244	135.4642
48003.35	48147.21	44644.57	40586.4	45007.73	46527.51
97.34716	86.58566	98.21249	81.02853	94.24851	86.19576
158.6459	165.2499	156.7214	160.7439	169.8411	156.2989
182.0856	185.2284	165.6673	172.9729	164.9474	161.2226
275.2971	252.9243	250.6719	230.7169	196.6659	218.5505
175.5926	168.9179	157.222	179.1176	155.9701	155.2461
116.572	109.9148	122.3095	116.4476	114.9724	112.4539
174.35	162.903	165.6653	166.0775	143.248	165.3959
147.3301	143.8413	154.1455	133.5105	131.8463	146.9696
145.5567	155.3632	157.5699	154.8394	137.3253	135.4664
157.1873	136.1136	131.9613	115.1036	108.8126	131.5302
4451.669	4403.162	2520.051	2841.84	2732.896	2792.909
784.5694	774.4034	430.0125	408.2567	541.7318	526.4824
191.9296	195.9576	210.3774	193.6387	184.1442	182.4838
287.5506	301.2294	202.856	208.5014	211.6035	220.7796
19986.05	18085.18	18043.09	18481.83	16866.16	18219.49
190.9411	192.3256	171.8837	156.558	161.8164	171.4362
125.2264	112.7955	123.8995	126.8178	120.9197	113.227
14152.85	16197.98	9706.99	10504.38	15715.44	15606.85
1460.784	1347.725	953.9548	858.1516	1135.05	1118.83
918.7108	830.5186	817.994	807.2769	502.2822	547.972
1730.093	1721.856	810.3688	803.2347	1236.993	1260.51
158.3953	145.124	161.9956	139.7667	127.9377	149.6329
212.4897	187.3706	181.5374	182.771	200.3621	169.572
179.1914	178.0625	178.5896	180.6429	159.5633	189.156
148.3494	143.1693	131.0313	145.2163	134.2289	131.6624
7811.853	7440.888	5178.75	4364.388	4334.4	4916.816
154.4082	142.9138	167.9444	132.9645	152.9054	152.8266
166.595	153.3026	168.5442	153.4891	161.4816	151.7213
140.6114	110.4121	131.9362	128.2729	117.9788	110.1877
135.8548	131.5337	128.4316	123.3834	125.602	125.3974
142.8954	109.8247	127.0268	118.2394	119.2874	111.115
134.969	152.328	140.1373	115.3879	119.508	117.4579
123.2797	121.3079	134.1142	117.4302	121.2416	126.8284
172.1875	154.7068	148.5193	184.2325	175.8339	153.082
199.5604	217.6649	191.5318	188.1817	188.6362	196.6026
662.7534	739.0613	265.6881	234.654	468.0344	488.1289
361.1947	313.531	245.9255	263.8159	303.9566	305.2043
167.662	175.8007	156.9565	164.9282	185.1585	151.7789
341.2659	330.5721	684.0922	614.9534	411.8372	484.0721
746.098	738.5525	321.5845	289.2699	551.4138	567.2583
1250.272	1389.24	1216.146	1124.65	1097.742	1147.592
126.2215	133.4687	128.038	134.446	125.2345	123.7142
134.6637	138.4485	117.8559	115.469	119.2967	117.0603
530.8912	557.3231	189.4872	169.6469	260.4919	266.5802
2797.722	2986.137	4005.01	3764.59	3108.331	3094.236
161.1192	177.1536	135.1011	141.9109	121.6559	125.6573
153.6555	154.8492	154.7319	166.8496	118.0137	125.096
93.83389	102.6822	97.71712	87.37074	78.47854	85.22927
2268.507	2242.802	1789.411	2198.098	2017.862	2073.167
240.3488	256.0676	225.1122	210.5548	195.7007	206.8171
134.1325	142.1324	130.8131	135.4392	140.2595	127.7067
113.8005	106.7079	107.8007	94.04611	103.6842	94.87341
361.8415	399.1652	238.2955	255.961	244.0435	224.1815
1559.37	1798.641	1011.859	1117.367	845.6925	784.9445
5927.052	5527.19	1790.233	2274.278	2881.701	3038.234
279.6638	275.0204	139.732	183.5938	208.9506	220.8815
100.7959	110.2273	109.4669	103.9463	95.73573	100.6926
149.2229	156.3355	141.8275	171.6563	150.5476	154.8759
1459.24	1397.229	910.7567	1010.73	680.1387	807.2573
2749.433	2882.423	2097.622	2486.284	1999.771	2089.877
109.588	110.3942	101.4031	106.3553	105.5531	100.304
808.2577	835.645	303.5379	275.4065	572.4358	591.8383
621.095	581.8509	228.5528	279.3081	677.7003	566.1403
135.3513	147.1534	141.0132	150.7434	137.2475	133.7586
118.3153	120.9647	110.6889	122.3254	109.8132	97.87514
4201.154	3828.399	4072.863	4102.831	2516.28	2761.19
151.7211	129.0607	139.9595	142.9947	136.2845	157.5087
6722.05	6441.942	5469.308	5012.256	4818.571	4852.218
275.815	277.1295	268.5662	308.7588	292.8949	311.4083
152.6687	147.4	141.3989	129.8257	124.857	132.7874
1948.926	1894.722	567.7258	753.215	841.6868	904.7315
245.6814	244.7122	677.2686	832.3008	230.0112	214.168
3558.893	3008.799	1056.998	713.0784	1206.066	1422.415
566.474	522.0956	294.2902	313.0647	503.6339	513.3756
3864.667	4200.25	2343.566	3294.548	2396.049	2327.223
152.2849	176.9874	151.2172	166.8746	152.9949	134.2028
1226.004	1182.106	7769.122	10007.7	1671.499	1748.648
132.0767	134.2666	143.2758	128.2197	136.9767	128.0388
206.94	229.2853	169.9126	179.1017	191.6925	189.9493
911.8394	900.3923	758.5742	790.6583	637.5154	681.9835
4627.235	4758.461	3512.647	3737.148	3467.234	3778.408
251.9907	259.1748	230.4784	254.4017	212.0883	223.2634
193.9883	171.4472	192.1829	182.7374	177.0823	158.3114
484.1531	450.1707	255.1223	298.4142	388.2858	336.7055
921.7402	986.9919	739.8706	696.8094	682.0529	805.7476
168.6582	222.6294	190.1133	172.5943	187.6108	178.0628
153.6878	179.8988	172.1661	149.7962	165.5392	162.6682
5034.852	4674.018	4058.629	3962.609	2835.163	3163.909
599.1189	608.7529	234.4039	228.0351	428.8927	442.7509
166.7158	167.1581	168.0067	149.1089	163.0422	154.2913
1134.976	1174.749	886.2791	923.6613	756.4911	724.9288
741.1923	748.6953	767.361	606.9601	525.2104	574.1502
138.2345	126.8875	153.8401	166.8723	153.3532	148.2774
146.484	143.7225	158.4758	157.5815	149.8699	147.3906
557.6454	561.5499	178.3656	179.4514	329.8695	350.6628
150.4115	159.0676	145.4024	168.2937	129.905	144.6102
171.6344	152.6312	150.0152	142.897	124.7499	135.163
127.6612	126.4759	135.5388	135.3907	137.1505	141.3386
138.96	128.0383	133.6154	140.2035	146.0108	128.0082
107.881	105.6963	102.9974	98.52644	99.98278	106.0595
118.9884	124.8225	116.8773	150.9241	105.0016	108.3992
304.2734	317.6181	289.7558	268.8811	214.5492	258.3927
143.4634	140.2879	147.2715	143.3857	125.7541	141.4844
551.0767	558.4379	565.1262	571.7994	481.3389	508.9095
133.2781	135.4955	125.2542	125.1834	133.5939	129.2017
8146.563	8737.203	3875.458	3493.81	4953.629	5271.549
180.003	173.3501	189.9767	201.1852	145.0314	153.4365
413.4518	427.2516	277.2386	321.7007	289.5282	271.06
125.5082	128.212	118.4816	129.2759	115.3061	108.221
174.6928	159.7344	162.1953	169.2553	146.0378	161.7023
153.5177	154.8618	154.0297	145.9579	142.5801	152.7517
335.8993	325.5036	305.7688	307.4964	270.0804	322.6779
1661.199	1791.655	1136.264	1216.001	1125.897	1100.817
1099.75	1148.191	507.4602	537.9963	353.3035	424.8403
172.5452	193.5921	196.2001	174.5733	162.8464	168.3613
652.8624	766.4548	686.3917	737.3913	918.6793	754.4974
205.6203	225.8351	209.0854	210.5765	220.5457	222.8822
216.5278	237.0528	168.4395	200.6813	158.8466	169.2186
124.9494	124.0618	97.13693	117.3684	120.9666	117.4982
5433.499	5676.772	8570.949	7285.311	6663.533	6995.496
222.1478	218.0733	187.3225	203.5645	190.9017	196.2012
170.1493	149.6937	136.3616	127.7075	168.5489	152.0683
167.4704	146.0679	165.0075	148.9562	142.0971	144.2658
11221.28	11782.27	8353.151	9318.549	9843.043	9087.083
671.8766	694.0323	513.7177	467.8905	516.0994	497.1313
180.1527	194.8494	174.6169	182.2548	164.1326	184.0677
219.4703	213.5776	224.6698	229.6468	235.7593	227.7269
190.1156	183.797	149.4029	187.1148	172.4506	149.5793
144.1634	140.9917	125.2035	141.6932	135.1182	118.7095
140.1025	152.0326	149.2022	159.5957	130.5177	143.1443
145.9718	160.0684	125.7227	151.5898	140.3355	146.5239
138.3055	136.5723	164.2508	141.1474	139.3717	121.1998
93.22578	97.27394	88.19416	87.84179	89.53497	80.65929
124.5684	134.1996	156.6209	142.8939	180.2337	189.5944
4795.543	4825.623	4357.903	3456.686	3917.487	3893.679
147.2275	150.4741	148.198	151.8274	150.6964	156.0797
507.7608	488.8665	356.9196	334.6522	330.3462	323.6237
800.8332	820.8099	447.5692	439.5721	340.9501	345.9697
1233.41	1188.762	1474.032	1532.364	1196.509	1300.285
178.9636	188.2051	612.2831	565.615	164.8097	178.5997
150.979	133.8055	149.3649	139.9106	122.5257	118.6289
192.6729	180.0137	170.3392	190.0779	156.8904	158.9217
1932.761	1721.178	977.5287	1046.927	947.8968	1097.219
141.6019	163.7053	148.3541	159.5088	145.607	137.1431
3284.051	3111.588	1315.217	1730.146	1962.225	1935.398
156.415	150.4392	149.1211	143.3357	144.9837	149.4758
151.1813	140.8007	165.823	151.3592	147.4237	146.6337
141.7865	148.9711	166.6534	154.8582	152.3413	133.149
154.9855	146.1992	155.8767	138.6025	158.3125	146.3844
7010.231	6908.844	9819.113	7742.481	7068.49	7248.516
592.5558	508.1493	750.7328	734.1569	272.2806	331.5359
168.5765	169.1387	161.7605	179.5987	149.3139	153.3268
131.7052	174.0209	145.3013	162.4826	135.1976	129.9611
204.5491	185.3283	174.0571	189.9317	176.3882	170.1819
6440.52	6093.892	5327.888	5282.159	4133.432	4428.382
94.57903	100.3785	98.33836	91.30666	88.64381	91.78686
78.28722	75.47218	93.33517	86.37	78.95046	78.8588
95.62901	89.69971	88.04138	98.614	89.65398	91.47619
594.9907	579.7581	420.7391	422.1589	350.4592	370.6727
410.7323	403.2606	316.3485	257.8874	297.9705	281.9645
151.0115	165.4694	150.486	145.8076	140.8056	140.9388
2197.264	2461.419	1484.842	1579.751	1537.031	1541.573
161.9082	144.5154	141.1999	120.3493	150.8811	134.0141
786.8754	1062.954	1089.567	948.2525	6459.84	6894.186
1187.191	1094.159	1026.349	1137.443	1487.725	1504.289
500.7634	459.7794	434.5861	374.0858	475.121	429.0821
95.56316	98.83693	89.17211	82.04002	81.21949	81.79411
143.333	148.8718	142.145	128.8987	127.7865	133.6586
156.9717	141.9559	167.7593	145.0836	153.0712	155.3071
182.5108	167.9209	171.0895	165.7881	153.7023	179.2728
146.3101	145.8693	135.6911	123.8618	135.5792	134.8137
286.2913	273.848	213.1709	163.4992	194.581	187.0727
82.08595	78.24114	79.72684	87.18891	73.87231	94.54771
14106.7	13763.27	5496.424	7523.078	11021.82	10624.05
181.7995	189.5824	197.3467	221.0424	219.8748	220.6181
158.1856	153.7929	156.8049	135.4237	138.3685	154.9193
120.9166	119.0961	112.8714	116.4058	117.9402	122.2657
120.0988	119.9336	124.381	113.4087	105.8867	115.0119
174.6744	174.4436	169.7709	160.1535	187.4271	164.285
102.2588	106.3049	107.8659	95.60966	105.9567	95.79407
158.9102	159.535	139.0116	154.2982	156.31	138.0039
931.7841	1002.22	710.0954	780.0458	747.5006	731.1443
3099.621	3021.817	2081.596	2066.196	2850.131	2935.645
191.7334	177.1118	149.9279	166.5166	168.6175	149.1801
1510.717	1386.761	1430.356	1905.642	812.0892	790.6421
181.6396	194.6585	203.2061	217.1531	183.4529	190.6695
157.9086	153.3731	171.9601	162.6676	151.3478	155.8391
981.7538	815.0891	1296.433	1092.11	555.5243	588.3651
1167.743	1164.427	626.2976	612.9655	769.7694	740.3502
142.7878	139.7789	145.3775	135.7257	147.614	134.522
145.1958	149.7309	154.7142	147.8339	157.6697	146.7126
688.3244	603.3683	391.8392	349.52	650.8379	681.6666
134.6649	132.0698	102.972	113.5676	125.9422	146.8618
184.9418	163.6082	172.3625	171.6124	149.2801	163.2978
252.6848	196.879	285.818	238.1344	262.314	277.9078
4804.957	4760.734	4858	5306.514	2925.611	2860.486
160.9168	176.1918	157.0634	164.5139	141.9639	149.0699
1255.19	1224.089	811.6681	875.0015	849.6791	859.1785
165.3144	169.3112	156.9481	160.5217	134.8896	155.3699
141.152	138.9582	135.3199	124.8684	133.5747	131.6468
167.644	170.4123	169.9552	164.7228	160.2069	154.4295
97.74419	103.1217	107.8195	88.05915	90.50461	115.1816
1816.801	1788.074	1508.102	1392.972	1754.798	1702.975
167.032	189.6338	185.3641	200.5674	183.0028	184.3979
437.814	459.0098	228.2635	246.7383	248.7549	255.6451
142.8906	160.0729	139.787	155.9249	136.7634	150.096
239.3905	232.8276	175.3808	166.5908	224.2057	218.8148
212.1001	197.3594	108.0885	130.1459	128.5376	138.7524
119.7223	120.9097	125.2233	124.9153	119.7294	109.4529
99.2612	103.0868	106.9734	101.2442	98.46529	86.27828
199.4491	215.8478	171.0571	174.7009	206.5506	191.8468
163.809	144.9485	152.9357	146.3883	147.8892	143.8524
88.32571	83.71564	84.89137	92.9547	87.43506	84.28549
4097.473	4258.133	5684.005	6086.484	3234.17	3075.251
187.3192	186.2427	180.3586	182.1946	169.8415	164.7893
198.2771	188.0941	183.4134	162.4518	165.6331	163.9719
385.9952	385.353	335.0795	315.2889	284.29	281.0606
758.3606	732.8054	673.6061	666.619	611.469	702.5703
159.8085	148.7138	136.2994	150.8464	134.3745	135.2264
149.2326	147.1843	157.3433	166.4114	140.5105	135.5009
184.8849	174.3613	159.7614	158.0751	157.9091	163.7887
146.5713	138.4576	155.4085	117.0932	132.0864	115.3763
126.6291	117.8036	92.99516	115.4808	119.05	112.0846
137.0204	155.7625	126.8018	135.0175	156.1664	123.5422
255.1979	242.9508	227.5814	235.7144	233.2762	221.9139
151.0273	167.0511	183.0609	140.0195	167.3848	187.7352
192.9682	197.3336	270.5671	231.9113	157.0111	161.1145
1913.569	1971.963	1807.397	1635.809	1405.093	1399.996
234.5556	198.0504	241.5659	245.4212	206.1313	241.0333
144.3489	155.2322	154.5699	156.69	160.912	138.9014
157.8515	149.686	174.3717	148.2119	129.2292	139.5556
294.5516	280.533	274.6835	276.98	512.8972	541.194
229.0058	241.2368	217.7525	200.6571	168.5668	183.0256
90.47428	91.21341	96.41576	89.7018	74.32372	82.79591
204.9155	188.28	214.4753	192.6062	180.5622	197.5829
167.0006	194.0228	167.589	186.439	155.8697	181.6696
166.5516	169.5147	204.7177	168.7929	156.0728	154.2771
366.4891	395.8759	309.6717	349.0609	317.4597	300.4564
215.4981	202.5488	229.7876	207.1577	188.8111	257.4344
741.4172	684.9993	432.655	391.0188	577.1518	579.8948
145.3335	122.5231	121.8297	146.1159	120.6762	117.7961
261.557	253.4292	173.6756	200.1638	183.2945	183.0138
363.6002	358.7328	132.181	146.2329	181.3468	200.1183
137.0117	139.2746	129.6025	132.7741	127.5875	115.9365
297.9045	305.245	260.5362	264.9097	264.5264	229.0354
2332.577	2351.344	849.5821	770.9445	765.6115	813.6258
166.37	156.212	165.5369	153.6928	155.9048	156.3858
128.672	121.7377	133.3627	135.6279	107.8881	120.6532
130.6847	139.5666	129.0054	123.3523	123.6557	125.54
107.477	109.9199	98.40821	99.53053	81.52547	97.3174
91.89813	96.66965	89.6663	99.05013	85.61063	106.7536
641.2976	662.2502	727.564	809.7832	380.0257	354.6208
188.4295	167.3913	177.7085	150.7641	165.252	175.2977
7561.327	7815.819	7434.22	8006.461	5269.461	4829.292
7333.938	7157.837	7222.097	5992.64	6627.333	6791.532
186.2131	187.2254	194.5039	181.0357	153.9416	163.5283
703.5297	645.5115	1125.598	1221	708.8026	729.4978
110.0945	125.0462	115.1258	123.4024	107.1201	110.348
222.5628	197.8309	155.7205	164.628	170.7928	176.2858
148.5604	145.3368	150.2458	149.155	140.1	147.8988
119.4845	128.9659	124.729	124.9122	108.6958	106.3601
153.7044	157.3763	150.4429	168.5244	143.829	164.3493
1198.62	1052.878	475.5356	624.4711	942.5018	1031.137
115.5503	108.364	101.3211	113.9839	108.2605	95.6873
1453.089	1498.003	916.0667	1034.624	875.8107	761.2674
2447.782	2536.271	3233.439	3111.984	1570.965	1589.545
4867.258	5082.603	11970.69	13886.19	4553.763	4775.16
193.6838	196.684	206.7944	205.7287	181.057	178.8217
204.14	214.1228	212.9019	194.0879	169.1257	164.8863
166.9689	168.6731	167.2267	157.286	149.4607	153.2645
202.8284	214.8966	209.0455	230.3654	212.7845	209.1696
237.4492	228.0375	228.9549	237.5774	221.6361	198.3584
176.7819	175.1772	175.0953	165.8204	168.4768	184.6346
116.1376	113.59	100.7762	94.43899	87.09557	106.0634
1555.737	1554.39	771.4382	629.579	1169.892	1237.295
147.8098	147.1174	156.4563	162.2534	170.7775	149.1837
168.8525	169.436	163.671	153.52	165.9695	166.5327
135.4569	136.7473	143.4058	127.7915	135.7031	127.4862
156.0415	158.3082	153.2151	165.8404	130.2131	149.7993
258.0983	230.2312	204.3529	204.3236	266.3162	306.5923
131.5643	150.0942	158.1804	145.8496	157.125	150.1087
8024.19	8053.902	10488.88	12547.38	7052.62	7102.62
141.397	140.9478	148.3784	131.8556	136.6713	144.531
123.3547	128.6301	126.7224	121.7055	124.3041	111.5016
250.214	280.0425	407.0105	407.0888	247.563	253.0396
1306.056	1259.713	714.9299	717.5652	1268.257	1285.124
1984.979	2042.057	5622.095	4595.875	6268.999	7071.67
219.0699	221.174	148.6398	177.7431	199.7594	200.2514
144.4712	126.9737	136.6553	124.1558	136.0499	117.879
3478.454	3407.617	1516.577	1514.855	2053.883	2123.272
90.62124	81.63303	95.08589	85.08749	82.05374	92.77533
177.0163	192.841	157.4171	138.1884	170.5845	145.9256
122.3436	140.3256	117.5743	105.3325	111.2914	110.8372
671.9666	670.6296	386.8242	404.1913	618.9637	636.521
967.9171	941.1852	509.0947	556.5896	1151.786	1220.722
127.4932	117.8488	107.3405	115.6273	105.1415	100.3219
108.5739	108.8624	112.6098	109.992	100.3814	112.074
247.4321	260.152	371.9894	497.765	291.397	250.4366
172.8355	174.8688	162.0166	147.4464	167.3585	166.0939
1225.637	1300.57	937.3856	1113.396	935.576	984.9074
170.3356	185.1001	157.6561	174.5576	161.0295	177.927
1325.387	1374.693	942.4703	667.1547	1214.203	1275.083
33836.08	31160.82	41519.25	44491.99	29428.22	29773.62
165.6772	161.5481	155.7298	152.227	161.3358	174.8214
494.9131	515.7244	335.7078	454.4485	381.8751	355.6874
143.2989	128.5213	140.7422	123.0644	132.0659	125.4723
525.4335	520.0665	434.8258	498.9144	403.8221	382.9438
180.5184	170.8397	168.0067	188.6528	161.9743	172.9012
305.3792	333.4801	216.4288	268.6517	147.552	139.8114
1126.979	1059.656	965.6978	971.0508	765.6973	771.4474
129.7865	129.8582	137.318	123.9282	115.9037	127.1514
112.654	114.2347	110.4567	106.4034	109.2743	116.3758
182.6015	190.0232	165.4595	169.381	163.4213	153.8964
174.7965	140.0894	167.2245	173.8065	151.617	140.9219
146.7711	135.9112	122.0231	121.9566	134.0767	118.5653
113.7636	129.3963	104.1629	109.716	103.8499	119.0597
210.6399	194.4672	201.0349	197.4539	160.8404	189.3005
177.3734	180.1713	176.9441	188.6843	165.5588	159.8148
261.8194	255.7285	276.9154	273.2084	257.8543	254.028
226.3782	187.5731	216.513	208.2912	197.1528	217.0107
209.0354	199.7525	213.5671	216.3859	198.9159	214.8232
174.8247	183.475	179.8103	173.9656	173.3852	171.5115
116.4752	112.9471	118.0502	113.1988	105.8873	112.1207
195.6199	203.695	183.9647	186.4987	240.2489	223.5394
139.016	135.377	132.0516	133.6486	126.0104	119.7244
447.2683	360.5385	395.9749	337.5892	471.785	532.7827
2071.302	2090.494	1356.741	1338.965	1315.049	1277.509
150.8935	140.7168	165.2283	153.4328	157.1303	151.9029
107.9493	109.4144	98.81155	112.0412	91.7102	85.91728
1952.801	1775.553	1177.744	1141.229	872.3192	864.0518
176.7707	183.5058	183.6575	194.9185	146.2563	167.3828
141.9886	134.2895	119.0482	149.3914	136.6152	142.5284
146.6992	162.0766	151.6453	146.2872	129.9943	151.8838
140.4563	149.9605	133.0455	139.4642	130.1226	113.1564
808.7064	797.9254	1076.096	793.5484	485.9711	447.4103
150.5417	162.8524	155.2071	160.774	147.942	145.5966
117.1656	126.6068	135.1955	130.8957	117.0447	120.9143
354.6067	381.0161	335.5773	290.9042	346.3613	343.1565
109.8256	103.9595	101.1167	105.3708	102.4937	91.51038
235.1228	192.9532	213.3206	221.2858	197.5294	207.0561
414.645	415.1871	223.5498	335.2913	249.9226	252.5356
1933.853	1960.084	1011.714	1273.462	1770.095	1789.717
1632.406	1660.637	1941.828	1737.167	1338.73	1405.638
171.524	186.7405	163.4797	152.4093	158.7162	170.1245
208.5101	214.4418	198.6039	188.5097	308.9865	339.4089
2714.806	2664.997	366.1605	395.162	1487.136	1321.918
217.5057	213.0012	182.8022	193.0147	170.9869	179.0951
152.14	139.1683	163.86	156.6389	138.6879	159.2773
306.9488	305.6761	198.8752	205.3661	193.1624	210.5096
173.3698	164.7159	158.331	153.0652	157.7442	156.5889
197.0534	191.477	182.0144	180.5526	188.6879	166.3423
151.5943	131.0992	140.2723	117.8535	141.1316	126.9595
119.7747	124.2223	127.7764	137.0968	127.6813	114.1732
117.1739	133.1897	137.6321	134.4807	136.8594	142.3183
303.4215	300.6278	299.9198	287.7281	326.6822	289.654
557.1813	493.6525	439.1449	441.9247	318.4214	360.2662
1514.075	1397.663	699.0994	733.5235	1103.574	987.1672
190.3864	198.7018	196.6776	182.2758	174.5767	187.8092
977.4598	898.7347	326.5971	375.8423	521.2393	494.8641
