N1.AVG_Signal	N2.AVG_Signal	CQ1.AVG_Signal	CQ2.AVG_Signal	0.1%1.AVG_Signal	0.1%2.AVG_Signal
474.5991	499.4855	332.4594	329.1276	432.5837	450.8807
189.6195	193.8152	179.3468	169.0515	180.5502	183.217
113.9368	112.4382	135.5654	140.2596	128.4764	117.8409
148.0673	141.5227	130.812	140.6854	134.5089	128.0979
151.8946	128.0942	147.8732	130.7445	119.222	125.6344
139.3973	136.3835	567.2504	612.683	131.6773	141.5765
148.176	152.7287	261.0608	270.0289	151.8282	136.1434
1334.461	1330.143	1840.73	1441.962	740.3022	730.0057
223.2514	200.3301	222.7501	218.0635	211.2955	227.3009
163.6702	156.1646	142.0217	148.2169	142.3147	119.184
274.8652	276.3734	208.8003	206.8176	209.6895	199.2605
137.6575	141.7557	139.3546	136.1212	119.8403	123.0694
254.8613	264.1178	236.5451	250.7816	311.3316	326.7442
161.9353	173.3981	147.7184	163.9746	170.2383	178.1611
1171.61	1169.485	649.3893	768.7384	555.8813	552.4604
171.6927	179.4639	185.755	153.3934	158.8794	166.4045
186.6246	182.1889	174.2912	179.405	156.1051	160.8294
1319.004	1461.475	662.2119	668.0889	797.1206	818.6216
325.5198	320.5962	327.4024	333.1533	248.5476	228.1327
144.9019	131.7816	171.3407	153.3252	118.9411	129.7993
1244.924	1345.979	930.776	932.4797	1477.297	1490.61
1362.963	1340.242	647.3022	434.2733	1502.958	1471.733
159.6797	140.3616	132.2823	124.9373	146.353	147.3729
5712.127	5726.132	3507.62	3285.586	3749.041	3848.597
141.4024	129.5951	138.2265	143.0331	126.733	114.9455
172.598	164.2701	144.2962	158.6627	135.0183	149.557
606.1784	604.7518	419.3293	438.1328	335.6895	334.1188
136.5511	165.0745	146.7648	142.6747	122.7716	139.5849
1418.637	1491.415	716.3234	445.4568	378.8316	399.9687
166.6749	156.2391	179.5681	179.7581	153.4577	141.7995
1429.242	1435.307	546.3366	580.9986	846.3506	882.2618
173.1839	147.9625	168.0088	168.9981	148.6633	151.9586
155.84	141.1316	130.1193	134.3512	117.0994	129.3738
113.806	110.6511	114.8265	112.7651	103.048	113.9196
369.7148	388.3542	386.7677	426.4983	315.5871	297.4666
124.443	127.632	127.4474	134.4776	123.8886	132.8369
143.916	139.3351	142.3529	136.2797	120.3685	132.1204
132.0071	123.5358	130.2126	124.0338	125.8597	131.4431
164.2318	152.4135	171.8753	142.7111	157.7751	142.9854
133.5725	141.2762	130.4209	121.3421	135.764	124.8859
3676.971	3702.821	3273.223	2100.721	1632.173	1606.865
112.6596	117.7758	93.16158	111.3846	94.25872	110.0116
96.79491	103.2825	107.9269	102.4272	100.8591	106.9743
118.0689	124.996	128.1461	98.59398	118.8156	109.2226
202.3513	194.1408	198.9675	212.2103	200.7829	199.9158
156.3344	141.7162	167.4726	151.7756	159.4327	143.3666
378.9284	404.1939	241.4362	285.2723	292.5515	288.5978
152.6373	161.345	169.9683	150.5915	148.2551	141.8664
4677.873	4747.06	4919.243	6518.993	3417.24	3436.672
1095.342	1119.002	953.6375	908.0015	1079.014	1115.355
140.934	136.1414	126.2824	126.2189	125.1332	129.9475
158.7851	152.7931	166.4453	157.9456	152.0866	132.6361
1408.418	1325.719	422.7652	504.0392	1068.144	999.5333
152.4087	120.4821	170.5222	114.423	134.0816	133.081
189.6954	164.4935	180.3002	177.2126	151.9685	165.4614
14770.53	13650.23	15505.46	14970.44	11975.18	12890.49
296.5985	335.8793	291.4671	292.707	304.1278	297.9456
2708.363	2415.726	1323.755	1378.185	1744.943	1995.16
510.8313	490.3933	314.4456	284.6056	319.9893	338.7669
11572.94	10963.54	10984.33	10076.05	9137.35	8915.227
7811.128	7819.055	5841.511	5408.792	4645.641	4649.856
137.7349	134.2044	131.9277	136.1876	121.3848	127.7808
114.389	106.4419	117.5379	103.2118	90.62816	104.5001
144.6973	131.4378	137.6177	123.561	100.9428	126.9567
162.0069	152.1244	151.1396	156.4983	151.5688	148.6874
140.8405	147.869	151.4635	153.2994	139.2962	168.6451
142.6841	141.1203	162.9749	130.5601	137.1391	153.0707
129.1518	117.617	140.1679	144.5042	127.7826	122.5833
170.0582	147.2235	135.7946	149.9176	152.398	128.4106
693.1732	611.3489	605.1033	575.159	744.0712	719.0676
159.2907	143.7167	142.2152	162.3936	147.2443	124.5541
141.9739	117.5445	151.9101	133.2332	152.0733	137.9534
97.133	102.1615	106.4788	113.0061	109.6511	118.0583
131.9584	116.579	129.8917	112.8597	138.8713	143.2411
222.1443	231.7351	240.7257	217.6168	215.4449	245.6093
202.1789	213.4567	199.7505	208.7704	170.1771	185.9466
258.3604	219.6466	178.8665	162.2325	186.2846	203.8801
218.6396	245.0322	157.931	164.8752	210.3074	209.2549
157.0986	173.9613	175.2994	160.3057	154.2471	154.217
125.882	137.0913	135.3867	144.9027	116.8818	119.6692
133.0612	110.7854	123.639	117.2408	116.2911	97.5246
169.9556	162.8206	149.8535	144.9267	132.6573	122.8716
939.1608	970.093	2467.35	2320.464	343.5474	403.0298
78.66167	81.95644	81.94736	72.68593	78.8968	80.49789
834.292	852.7645	492.8016	543.9611	562.8421	624.3013
137.7381	122.0509	135.0474	159.328	128.8365	136.132
174.8019	161.6546	166.1659	173.4276	149.5075	151.9943
1398.403	1482.956	1141.691	1274.464	882.4626	945.001
266.0497	219.8291	151.2311	186.0863	157.8093	158.1784
190.8727	184.1036	178.5021	188.5587	171.7652	173.2791
165.4659	182.2488	175.8008	172.9803	159.5113	183.0802
128.0981	136.6919	143.7085	141.4223	135.063	120.0372
631.8202	659.7119	566.1635	574.1428	422.0897	488.8404
223.6204	229.8163	216.801	211.9695	207.8769	208.2797
105.9759	102.508	101.624	90.66708	91.58103	95.6981
534.3088	511.9958	333.1293	357.9529	185.0989	171.073
112.0193	122.4809	124.9181	127.4017	115.1518	112.3049
120.2588	130.4594	117.95	101.214	118.8512	102.9361
880.7274	998.4369	4801.44	6402.476	3074.19	3165.625
154.8786	157.2258	148.1895	142.0794	118.6559	145.034
4940.081	5107.087	2844.75	2839.731	4474.645	4092.445
163.8995	152.586	152.9065	156.648	155.4385	134.4485
1420.885	1302.109	467.8167	506.502	661.355	720.3849
144.6672	140.6518	141.0048	136.0983	151.074	133.6351
145.9098	161.1123	132.0575	141.3827	127.8951	148.0748
519.0898	503.5989	462.9431	384.9823	339.903	343.5383
170.4518	168.0213	151.3644	164.1117	149.3366	151.0778
7046.294	7318.357	8912.162	7183.567	4678.767	4782.234
3742.266	3908.739	2283.664	2635.886	2007.502	2019.053
1507.694	1411.775	1576.022	2167.456	1690.525	1736.299
140.9926	129.6012	110.3099	118.8731	100.8577	101.9231
128.4487	107.958	110.3798	116.279	117.5192	127.4444
128.4817	132.9738	133.0996	138.8047	127.4566	132.5592
159.2904	169.8192	175.2326	175.0886	134.3126	134.5421
219.4273	195.8898	188.9821	176.44	207.5473	209.7203
196.394	175.6829	188.254	195.5128	183.3253	176.7431
300.0302	258.328	185.2153	195.9821	231.2473	235.634
172.4078	156.7201	150.372	146.6748	146.5696	155.28
150.0864	151.4057	145.2929	143.3655	145.1707	144.0565
105.8312	107.278	104.6723	101.1251	88.75533	95.27003
173.5753	144.9637	135.5383	157.2009	147.7279	134.1373
367.5822	345.8977	246.4335	232.7643	198.8133	217.1089
169.1345	168.4429	219.3044	204.6236	148.6739	134.878
141.2748	134.8024	154.0712	160.6706	118.4823	139.4524
1147.235	1077.9	581.9426	676.5854	826.3387	739.5984
1231.477	1276.376	791.7823	760.4759	611.0485	663.408
163.1216	171.5873	152.4201	142.2842	142.8839	171.6263
818.1264	763.4682	403.3224	443.4364	396.0417	403.3573
447.1754	486.4005	594.8605	675.3448	440.622	502.3176
150.7521	146.3217	147.6102	141.2589	143.2713	129.4371
636.9554	528.541	504.8755	566.6599	269.0138	269.5025
88.04	98.20779	99.2466	98.71069	98.21249	88.43762
2390.786	1933.891	286.227	385.21	940.8523	909.7362
128.5786	135.2551	153.5856	114.2681	140.072	107.4511
290.2312	297.0572	261.658	255.6768	247.6022	267.1955
868.0316	883.5776	1127.831	1240.534	552.873	553.7771
1445.615	1497.72	1646.208	1425.347	1784.614	1961.721
587.0114	576.651	420.959	410.1562	470.0423	446.3043
442.418	480.3675	595.7516	610.7535	414.2436	429.8103
99.65918	101.4051	97.08514	96.32307	93.76116	94.31978
950.4551	972.2743	2044.12	1289.338	727.7172	686.6206
173.0443	171.232	176.4959	160.47	152.5397	165.0092
168.3816	172.4947	157.8071	162.4903	146.466	169.4309
3010.109	2956.469	2881.347	2346.412	2316.191	2414.285
390.2477	384.8634	265.4677	262.2399	203.1058	242.0021
575.1494	531.7267	1546.116	2070.068	501.514	510.0121
133.2328	142.4691	140.6522	136.4335	138.4434	127.1859
390.5328	405.9448	317.7604	287.3537	294.2467	322.6529
176.5234	187.3485	161.3283	158.4823	176.8868	168.2427
141.5051	155.6494	162.5399	157.029	150.4823	148.3274
142.8095	164.0356	153.7586	155.7211	144.6447	143.284
158.9369	152.4384	146.2577	162.8993	155.8339	153.2239
560.6075	532.5244	247.1568	186.283	284.0959	286.7394
1804.455	1607.775	749.2299	640.5167	1016.479	985.272
507.406	506.7305	583.773	434.8141	378.3542	361.0827
240.6611	237.0755	224.0759	225.8765	210.6487	233.2494
189.7097	183.1633	177.007	194.8803	183.1853	170.5478
202.28	203.1926	199.0286	217.7103	165.7619	189.9843
163.9469	150.1875	150.5574	164.7629	150.1046	145.3152
5202.993	5022.306	3246.527	3553.965	3503.185	3836.418
112.4423	112.2881	116.6977	104.2695	99.12769	108.8932
472.7141	476.4643	268.149	311.9762	290.9802	304.3013
13893.24	13446.89	12755.74	12980.52	9577.043	9629.243
243.7136	250.0233	203.9779	239.2198	223.5223	205.0087
167.3648	155.1571	146.5643	150.8222	160.3818	142.1082
63676.35	64704	39688.02	50494.54	63842.11	61568.59
6013.918	5561.834	5967.298	5989.761	5291.275	4894.101
126.9437	125.9188	133.1395	132.4979	124.22	112.4442
6778.557	6939.453	8874.021	8648.966	6024.889	5837.376
104.3373	100.9904	149.7614	193.2715	107.9036	94.12852
118.6464	138.5595	413.7173	420.6931	332.2492	354.4335
564.9529	559.3887	237.0363	166.3606	416.3556	445.0183
437.8368	475.4709	263.0678	229.7622	242.3373	257.8667
718.0859	784.3256	1041.198	922.6727	689.5291	765.3206
191.8554	166.7508	180.6776	177.201	153.6264	153.2448
2483.933	2377.825	774.054	786.6147	1436.992	1564.137
195.0973	187.352	162.0115	171.783	180.7803	171.7281
196.1694	194.0571	203.8263	171.933	154.3963	145.7719
675.7491	787.1805	1336.349	1085.387	743.4659	670.608
241.5972	286.9105	227.9474	227.3322	246.2974	227.2619
147.0623	139.3612	137.825	139.1218	141.5314	117.0864
1098.665	1050.339	616.3824	796.8853	735.685	713.1815
276.6711	289.2652	188.635	164.2757	188.9705	178.7962
942.778	898.8242	1080.647	983.4916	788.6969	793.9538
5337.364	5355.471	3464.151	2569.122	3415.246	3738.595
167.9358	173.5879	172.8811	162.5691	152.4577	167.0325
523.0397	479.7096	208.4533	261.4713	263.346	239.4539
1195.053	1208.929	917.3821	863.7538	1228.868	1175.956
150.8097	138.7926	140.565	141.0623	141.9252	134.03
6320.188	6710.872	10685.18	9640.093	30146.46	30977.13
281.4943	284.7026	241.1832	216.9283	236.6164	256.03
979.6268	976.3491	644.862	681.3071	640.1221	626.3425
122.114	114.6305	134.6329	145.4567	116.3785	122.7491
145.5849	147.2293	175.4451	164.7105	125.8412	122.4381
229.1826	246.8522	198.4528	203.1632	243.776	257.2231
166.6228	181.9958	159.8552	180.392	148.2952	157.8066
153.0941	153.9497	155.4413	168.2734	145.3958	142.9218
870.3618	813.6594	440.7314	348.4896	516.5606	503.2943
123.2655	135.5347	131.9769	151.7098	113.7346	115.7221
427.1209	422.7946	166.7706	204.3924	265.221	275.9039
2229.345	2258.276	747.9501	706.4455	1074.532	1166.503
1823.466	1717.02	892.9521	937.6183	821.7037	948.4127
192.6285	197.803	194.9457	180.2807	189.6046	166.2237
144.2406	165.7334	157.0227	171.2141	151.0799	139.7139
144.31	136.3779	139.6876	134.3368	137.7078	129.6654
129.0832	125.4076	139.8634	136.901	119.42	126.6395
302.4001	301.6136	220.7629	219.9051	196.0984	182.4906
116.4113	114.7461	113.8391	103.5351	100.9341	105.8783
3788.271	4003.594	1563.083	1464.185	2642.224	2675.759
115.6397	114.4427	110.7332	97.13866	105.2448	99.66167
187.1526	186.1693	202.5561	206.9544	208.6045	173.4804
107.0367	115.5702	129.3751	116.7937	101.5753	97.40572
123.5747	110.0699	114.1648	103.1682	98.84833	116.475
39643.72	38469.48	39845.75	37927.79	35998.92	34955.89
4449.948	4203.83	3350.399	3152.385	1504.838	1322.61
512.4574	486.5224	579.7986	464.836	562.5745	599.4255
159.726	147.1848	148.7315	190.4632	135.6967	138.4831
361.232	335.2112	161.0078	165.1622	132.3768	126.0057
164.077	188.5781	166.1052	151.6985	157.5143	165.4318
154.3391	126.7741	139.5952	161.0317	128.8272	130.492
2434.493	2456.634	1598.011	1460.977	1575.175	1623.95
142.4197	144.4391	135.5122	159.4704	129.4833	139.7565
201.0302	179.1391	173.6197	189.6146	177.356	162.8712
142.4781	133.4829	128.3069	121.9488	137.3416	171.9119
125.7849	144.8477	127.6539	150.6886	116.9718	131.1688
123.8445	125.8134	124.5824	129.6884	143.3844	127.5337
327.7942	343.0077	372.282	292.7207	266.7192	310.8525
424.2341	383.6035	361.7055	308.4005	388.1732	391.3106
404.7437	383.6968	322.0687	304.0847	323.5703	306.6786
163.7041	137.8894	138.0033	142.5662	127.2906	131.5105
121.5092	130.8829	290.4773	270.5324	102.7567	90.90068
184.1159	166.6815	159.7595	176.0893	163.8183	155.7953
1314.693	1210.476	964.0916	828.7402	823.4608	876.3698
206.3162	206.2491	190.2837	190.2639	172.9927	181.023
167.2239	180.111	165.5672	165.1358	168.5217	164.4878
3095.863	3212.764	3281.398	2392.786	1378.858	1298.888
171.3902	172.8692	168.0537	150.2015	152.9206	150.4916
139.0323	166.807	166.2977	144.805	121.8572	132.6275
11241.42	11553.82	9232.153	9112.102	7385.355	8244.92
165.8583	149.9169	123.5837	132.3228	133.8081	149.1026
1077.657	1147.07	451.2496	476.5949	665.9125	679.5513
161.6692	170.7831	163.5927	174.6761	152.4084	156.5097
349.8931	345.6583	732.0038	691.2222	283.1608	245.8075
8546.109	8494.625	11598.25	10895.75	4975.813	5987.795
15459.28	15545.94	10833.95	10456.59	11375.44	10766.94
2747.335	2965.126	2613.951	3130.169	1503.292	1862.584
163.8738	170.0401	145.507	139.0931	139.0902	149.9955
148.0847	203.0158	176.3578	161.6075	197.4617	176.9898
187.5085	196.5455	181.9835	185.5491	160.9714	173.0513
123.1155	126.576	122.8379	115.8524	115.4147	120.9728
121.8068	132.6048	148.1588	124.5965	144.6576	133.7143
136.3835	146.409	122.0613	122.0639	126.0259	119.8476
190.8573	192.498	207.1808	172.5092	178.4466	171.463
148.6424	153.847	162.9643	148.98	136.7177	151.2469
476.3586	428.9397	315.5997	243.2456	373.0853	431.1478
145.1513	158.0747	136.2697	129.6226	118.6362	139.189
146.8986	129.3474	135.6176	138.1861	146.3505	129.4549
143.6999	152.3227	135.3126	142.4994	148.9021	138.22
111.9734	122.2499	142.4851	119.4245	127.524	136.0184
49863.29	47418.59	43761.06	43855.03	39731.06	43752.96
551.3592	544.9584	456.2321	386.4465	596.1746	587.9942
166.9672	173.3368	160.1635	158.5905	165.3096	135.2815
115.5737	126.0483	110.2967	103.4479	108.6496	106.5271
3476.034	3495.27	3311.789	3322.638	2404.824	2396.804
11961.09	12792.4	10421.54	10775.11	9552.051	8818.63
203.8179	235.0593	222.4598	221.3569	202.3394	213.8708
480.6644	467.6067	234.7119	254.077	385.2545	389.538
128.291	144.103	151.7741	128.0165	128.7671	151.566
180.156	172.8579	184.5164	164.1031	172.91	210.0931
14487.23	15053.65	8132.133	10400.92	13088.67	12104.58
9931.581	10408.47	6649.393	7700.354	10300.73	9373.982
182.9455	180.4569	177.5012	174.7245	170.8668	185.4009
155.891	149.9704	145.6974	165.5955	150.0186	139.4339
279.2769	322.864	195.9179	182.8835	228.0385	222.3279
172.8991	172.9845	160.266	177.669	173.4254	177.1664
236.6065	220.6698	215.9283	217.5756	211.1163	195.5147
182.637	193.161	191.8982	195.6066	168.9405	166.1052
177.0322	183.0592	186.9901	173.713	168.4868	202.7136
212.8982	203.1562	202.4426	216.294	201.1622	191.0938
118.9081	109.9728	117.8106	106.7492	103.2123	108.1146
164.4107	159.4535	118.0289	135.7478	129.9075	137.1155
146.5614	147.7614	148.4337	135.4359	127.2047	159.1091
134.4637	129.5034	154.8731	119.095	127.7664	139.3846
993.2088	892.5841	845.7952	597.9509	604.1763	629.8589
182.9897	174.9138	182.6356	173.6672	240.6179	238.9784
123.6175	121.3998	118.2801	116.0849	99.83765	119.1381
440.2908	413.3146	509.5891	496.4207	347.16	364.7964
117.8899	151.3119	129.9493	140.2421	125.5381	129.798
159.8066	184.659	179.1606	197.9616	177.8476	180.4423
298.0804	258.3422	288.501	248.4794	254.1524	264.5249
163.9073	168.8799	210.8448	219.7344	184.5428	163.1861
178.4948	179.5613	182.9253	169.5932	161.3854	155.6362
124.5699	126.2912	107.039	121.8512	122.4346	112.4536
148.2182	142.5918	153.6861	144.4737	151.2623	136.3038
804.2257	913.8788	744.1422	650.3505	554.1253	548.4368
130.4739	122.4202	128.7362	128.1015	117.0314	122.14
4823.837	4970.315	2118.082	2549.057	4196.356	5405.344
355.3506	376.1231	238.856	243.0511	275.1043	275.3866
156.4616	140.0658	142.6826	135.943	128.7955	126.3039
127.5887	106.8032	101.756	117.4602	118.4131	113.5462
100.4191	96.59377	105.8948	95.67091	104.9823	93.83742
164.1711	151.3524	162.5135	143.3013	153.169	148.2572
160.1583	152.7142	159.2427	157.0549	148.1771	147.9318
221.5992	222.7281	184.7878	188.2769	212.5324	212.3894
201.5771	181.7248	216.9103	196.1511	172.4529	179.8129
115.9508	125.5351	114.7745	118.1744	116.5899	110.7862
1095.047	1020.215	793.8055	676.4067	693.6076	765.6203
151.8528	160.9049	149.2666	153.617	144.7429	151.148
622.5224	623.2531	407.7137	461.919	425.1459	445.3313
157.7548	160.2755	135.4579	125.3884	167.2059	161.772
146.7226	148.122	161.1361	131.7372	120.7533	126.5599
166.1914	167.279	169.2834	167.0008	170.0677	164.7118
754.2542	798.5478	633.6667	582.7279	942.8658	898.2553
105.3652	124.2256	133.8759	132.0629	117.1773	123.1276
424.3067	451.8567	357.8597	388.4317	355.2199	428.3764
148.976	139.8045	164.681	141.7388	132.0095	141.2371
453.5409	440.2908	299.5735	259.0671	292.4068	323.1953
1542.909	1517.315	503.6898	479.9862	1341.825	1503.259
106.6612	90.26439	98.66765	95.11834	83.45525	90.9207
161.6719	217.4978	204.574	189.5704	194.565	161.3334
245.9143	275.3048	193.5817	205.3764	169.2186	218.1112
174.4117	174.661	148.675	167.266	169.4499	206.7024
162.7841	139.383	147.971	123.5993	134.0212	132.6239
144.8322	161.6842	139.1385	154.5736	146.8089	155.5365
5245	4944.997	3306.495	3347.764	3137.546	3179.363
953.5966	1020.165	796.2596	761.2456	531.174	654.8073
567.0165	547.1122	697.3084	868.5701	461.434	474.4205
9733.509	8860.839	4959.313	5574.536	5475.735	6245.957
191.8817	170.6067	164.1718	155.1405	164.7004	154.5654
233.8227	206.798	192.3404	213.2698	200.6404	183.0091
160.7754	178.6972	163.6639	170.4012	165.9046	162.167
407.8341	449.9822	282.851	395.971	234.3505	244.9063
493.1968	460.4327	323.649	326.0291	335.4052	337.693
73.03543	81.97114	70.54533	80.59073	83.88042	86.72678
111.0419	111.4115	114.1613	111.3004	107.1487	115.6472
167.3211	185.9154	169.8063	177.0059	158.0962	178.5564
181.9225	184.4622	233.6252	237.2444	172.651	172.4418
136.9089	145.9548	128.1496	139.1755	142.623	133.3334
146.8524	156.2755	144.2855	138.7915	146.8608	148.8975
216.7802	207.5877	195.3583	212.2088	212.5894	222.6497
231.8726	221.1754	160.5006	171.2334	166.8658	143.7382
172.8094	164.1205	208.3923	208.0267	181.7897	193.1003
2024.086	1811.641	899.2722	1079.623	1225.085	1174.954
193.8603	185.3114	163.3106	165.0414	154.0732	152.8464
555.2717	526.9357	275.1292	331.8723	307.7739	303.8278
108.0994	111.8139	117.2483	107.1878	105.81	103.8149
146.6539	151.8363	132.4822	142.5909	137.6724	129.5791
166.1247	171.6493	190.1896	186.9434	161.8734	145.8589
7245.474	7398.209	7926.658	6372.808	6555.652	6931.929
98.86313	99.89766	107.305	103.9511	103.5517	111.5031
140.1132	157.5164	148.8741	143.6221	134.2079	141.625
1672.803	1547.949	535.2697	543.5754	826.8108	830.3197
159.1624	150.2655	158.6304	140.1035	142.3724	136.6364
1454.998	1283.455	1454.343	1210.97	1038.105	1203.267
122.6856	114.5543	122.7616	119.9166	117.9331	115.2701
7379.598	7782.725	3552.804	3822.542	3540.472	3360.84
181.3142	181.474	178.9045	174.9476	183.5852	174.3032
131.2777	136.1577	117.4509	127.3995	124.4274	129.7653
162.6287	171.8455	139.6431	143.7339	140.8503	150.6781
130.322	139.2588	137.8806	132.2816	135.0283	138.0908
108.0524	121.885	127.4696	141.0513	125.1896	118.3479
169.2531	144.3225	145.5568	141.797	132.5167	154.1398
148.5891	140.7843	133.7908	137.3416	127.9897	109.6424
82.06694	76.3111	77.84795	84.33018	82.62482	90.1083
116.5243	106.6423	95.37001	110.4201	113.1625	118.8896
119.7404	125.6797	122.3909	110.5047	113.1718	117.9958
233.5169	254.9569	290.1421	299.0102	230.407	240.2483
153.1421	146.1853	122.5982	160.9712	136.4742	130.3875
12789.98	14433.06	8058.612	8769.327	7551.842	7402.137
120.2344	123.342	115.9774	135.3582	129.7229	135.3557
165.2791	166.103	162.7087	168.5915	155.7822	145.9192
150.671	136.3006	133.3659	106.3592	135.3445	132.4722
759.5974	745.3099	343.9142	352.2057	513.8629	477.107
138.2193	133.3826	130.1078	147.7528	130.0352	129.3566
1515.529	1530.286	1132.269	1160.23	1317.655	1234.252
4984.883	4950.118	2686.891	3177.549	4446.956	4212.765
126.2863	123.0714	117.4858	102.7161	109.7701	107.675
678.3065	711.0141	342.1779	375.2864	424.2884	429.6899
150.4485	147.5103	155.7314	139.4555	155.86	156.9575
108.8475	95.16644	98.13091	93.38935	86.32506	85.79789
147.4907	174.8794	149.6093	147.2203	143.1267	140.8255
166.3712	175.8181	159.3654	164.0294	160.1875	165.6046
187.1403	188.4583	175.4899	178.868	173.7122	183.4158
254.1742	249.6965	213.1825	221.5425	217.2903	209.6668
5534.891	5534.088	4763.782	4842.033	6030.533	5544.712
159.1369	150.9414	161.2322	144.0937	132.8484	137.855
123.7979	110.8012	101.2292	103.0272	107.4702	104.1925
7327.921	7712.083	8008.948	8224.632	7463.958	6519.847
140.4373	153.739	139.3092	141.3328	164.968	142.9132
149.601	136.4144	130.3465	137.1545	145.2813	140.3249
140.2332	161.0271	162.8627	167.1222	147.2547	148.0255
7306.005	7044.926	3952.369	4485.106	5409.478	4655.684
164.2127	165.1006	142.4165	138.0127	135.04	150.5627
89.58842	94.26754	139.3291	155.7448	92.72863	85.5097
186.2487	155.7027	164.1758	147.306	167.0773	165.255
716.6864	666.708	623.7841	672.4059	719.5244	724.0231
148.9475	139.6285	167.5426	144.6978	142.7749	142.9214
135.1156	148.8375	119.3626	137.9779	149.5611	127.4431
76.65572	87.13284	88.83854	85.45199	81.9305	77.12756
858.8085	749.141	714.0591	769.9359	695.0116	638.5612
170.9927	176.2758	189.0435	174.4559	198.0611	144.9635
183.473	199.3716	176.5919	180.7444	162.6774	170.1285
204.2449	189.2242	177.4243	181.4851	178.109	190.51
153.1899	131.3093	131.1815	118.3669	139.91	127.225
405.9516	452.972	290.8031	305.3512	244.5012	268.5369
167.4034	168.6669	186.5577	189.6066	169.806	155.7203
469.7501	441.5922	291.135	243.2034	195.2462	227.2686
108.9288	120.3354	101.357	109.5835	99.93943	105.7313
118.7414	139.2786	126.9057	125.4162	116.9581	115.872
140.9574	152.5358	138.2119	136.9632	148.1941	133.7191
155.3532	152.2072	151.616	146.028	141.3926	158.5411
137.541	153.4484	162.3865	152.5205	146.4119	130.483
1354.568	1201.284	983.3135	852.9921	830.4599	1017.333
301.8231	278.8174	420.0123	426.3008	222.0296	270.084
2227.708	2209.668	1211.649	1575.841	1888.182	2034.655
485.8519	457.5904	329.4259	309.813	314.2215	298.5179
85.1274	87.22315	80.63785	92.78284	76.86996	88.96284
227.2635	234.0706	215.1066	228.3193	210.6382	207.4888
256.3185	276.7679	188.2353	157.306	164.687	176.0959
197.9697	164.0978	176.3366	155.5331	172.9132	163.8313
91.55029	99.97244	96.20615	101.9047	80.00706	97.05036
1461.609	1613.2	2269.828	1301.217	1079.699	1263.362
157.7826	159.0026	175.671	144.0224	115.866	129.5538
121.3364	123.3282	120.2615	122.8	106.2808	108.8563
406.2364	455.4041	2631.981	4590.069	442.2022	404.1291
159.2456	163.4582	193.1822	184.9504	193.2128	194.8404
178.6169	206.4828	174.1265	184.3267	170.4071	155.3549
172.7382	166.381	150.9533	166.5812	145.1691	160.7271
164.3746	165.9469	174.5423	151.5107	148.2142	154.658
178.0967	180.5714	146.2595	153.5091	135.2643	151.1302
133.7972	126.058	112.8461	109.156	95.07178	93.43526
266.8484	220.7756	250.4242	248.0487	262.9542	288.9525
187.9879	181.5213	160.7101	196.4552	165.6944	176.5674
116.6007	124.023	137.8346	130.0665	116.5771	100.6737
156.0997	145.1816	155.8281	148.3145	163.602	145.0435
102.2234	99.29929	105.9223	118.755	108.4862	103.9251
167.907	167.6264	171.5684	170.5709	154.5472	169.8849
104.1407	108.6381	115.3439	129.4362	97.46143	91.04492
110.6899	95.41528	107.8444	110.3933	98.32047	93.85936
140.3828	137.79	129.7433	133.3573	137.4546	127.2032
831.6158	813.8354	432.0943	414.1399	486.044	518.7244
173.956	167.669	167.9983	170.3463	136.6366	155.9851
964.6141	915.2707	263.6669	249.5394	541.812	512.9821
286.5406	279.0534	210.5491	209.7541	288.2682	289.9795
110.147	114.0725	103.6594	114.5403	112.8465	109.4115
148.1162	144.1073	129.5443	150.5998	120.8146	139.3605
1347.066	1366.138	588.8372	751.7026	928.7572	926.16
158.1185	154.9682	152.1902	143.2919	138.205	158.6366
1889.773	1737.308	1424.764	1272.334	959.7049	861.7762
181.1136	176.2045	169.3976	167.0102	170.8799	165.9498
135.8827	133.1735	130.2266	135.4146	134.3557	128.7733
117.5577	125.6212	111.2616	107.4328	131.8125	116.4714
187.4387	166.2122	172.6868	169.6478	176.7299	176.115
2401.965	2479.181	935.3236	1197.514	1429.883	1330.013
126.0859	123.9812	127.3212	124.4573	110.2254	116.7486
148.4304	148.6869	137.7302	154.2209	138.0894	140.9937
162.186	163.1004	153.7328	158.8487	166.5523	161.6323
253.6727	261.9851	196.3902	197.6734	184.495	162.5379
309.9166	306.9794	391.9792	337.1144	234.8011	285.5753
149.1562	123.2017	154.7519	149.0378	122.7832	133.1573
140.0715	127.0325	141.8553	136.0387	128.851	120.534
129.3912	126.8347	122.421	116.9706	118.1419	111.2275
163.7881	142.964	143.9094	127.6983	145.7466	149.2637
178.6005	166.4112	141.2704	151.7707	143.1177	159.4689
5942.563	5630.845	3647.935	3617.889	4262.771	4375.313
4349.048	4332.101	2376.867	2465.907	2512.177	2625.905
123.5623	122.1485	137.3487	126.0206	127.1512	125.8828
189.6756	192.044	209.0333	184.1589	174.4507	176.7116
132.307	125.0435	124.1961	137.7884	115.7943	108.096
335.0085	308.058	221.5046	222.96	272.4313	283.2
1332.825	1171.188	525.2231	675.5507	789.7674	851.7411
210.7946	187.2925	536.2615	414.9319	172.9311	151.9651
128.6151	146.3347	139.646	128.7806	132.6856	127.5731
